Year,TOR event location types,Location: Residence,"Location: Street, highway, motorway",Location: Outdoor public area,Location: Police premises,Location: Police vehicle,Location: Commercial Property,Location: Non-Police vehicle,Location: Gang premises,Location: Other,Subject Known,Age Group,Subject Gender,Ethnicity recode,RF: History of carrying weapons,RF: History of violence against police,RF: History of violence against non-police,RF: Alcohol,RF: Drugs,RF: 1M,RF: Distressed (Not 1M),RF: Suicidal,RF: Excited Delirium,RF: Medical,RF: Other,Subject Armed,RECODE: Subject Armed,RECODE: Subject Weapon,Tactics Used,Overall Behaviour - Threaten Police,Overall Behaviour - Threaten Non-Police,Overall Behaviour - Violence Towards Police,Overall Behaviour - Violence Towards Non-Police,Overall Behaviour - Weapon Used Against Police,Overall Behaviour - Spit blood/saliva at Police,Overall Behaviour - Other,Communication Usage count,Communication: PCA,Communication: Tactic Location Type,Communication: Tactic Effect,HC-Restraints: Usage Count,HC: Not reportable,HCwP&R Usage Count,Spithood Usage Count,HC-Restraints 1: PCA,HC-Restraints 1: Handcuff Type,HC-Restraints 1: Technique,Recode HC-R 1 type,HC-Restraints 1: Tactic Location Type,HC-Restraints 1: Tactic Effect,HC-Restraints 2: PCA,HC-Restraints 2: HandcuffType,HC-Restraints 2: Technique,Recode HC-R 2 type,HC-Restraints 2: Tactic Location Type,HC-Restraints 2: Tactic Effect,HC-Restraints 3: PCA,HC-Restraints 3: HandcuffType,HC-Restraints 3: Technique,Recode HC-R 3 type,HC-Restraints 3: Tactic Location Type,HC-Restraints 3: Tactic Effect,OC Spray: Usage Count,OC Spray 1: PCA,OC Spray 1: Spray Duration,OC Spray 1: Body Location,OC Spray 1: Tactic Location Type,OC Spray 1: Environmental Conditions,OC Spray 1: Tactic Effect,OC Spray 2: PCA,OC Spray 2: Spray Duration,OC Spray 2: Body Location,OC Spray 2: Tactic Location Type,OC Spray 2: Environmental Conditions,OC Spray 2: Tactic Effect,OC Spray 3: PCA,OC Spray 3: Spray Duration,OC Spray 3: Body Location,OC Spray 3: Tactic Location Type,OC Spray 3: Environmental Conditions,OC Spray 3: Tactic Effect,Empty Hand: Usage Count,Empty Hand 1: PCA,Empty Hand 1: Tactic Location Type,Empty Hand 1: Tactic Effect,Empty Hand 2: PCA,Empty Hand 2: Tactic Location Type,Empty Hand 2: Tactic Effect,Empty Hand 3: PCA,Empty Hand 3: Tactic Location Type,Empty Hand 3: Tactic Effect,Baton: Usage Count,Baton 1: PCA,Baton 1: Type,Baton 1: Method,Baton 1: Strikes,Baton 1: Tactic Location Type,Baton 1: Tactic Effect,Dog: Usage Count,Dog 1: PCA,Dog 1: Subject Bitten,Dog 1: Tactic Location Type,Dog 1: Tactic Effect,Dog 2: PCA,Dog 2: Subject Bitten,Dog 2: Tactic Location Type,Dog 2: Tactic Effect,Taser: Usage Count,TASER Deployments,Show or Discharge?,Presentation,Laser painting,Arcing,No of Discharge w Probes,No of Contact Stuns,Highest Deployment mode,Total Cycles,Taser 1: PCA,Taser 1: Type,Taser 1: Deployment Method,Taser 1: Number of dischagres with probes,Taser 1: Number of contact stuns,Taser 1: Num of 5 second cycles,Taser 1: Body Location,Taser 1: Activation Duration,Taser 1: Tactic Location Type,Taser 1: Environmental Conditions,Taser 1: Subject Restrained?,Taser 1: Tactic Effect,Taser 2: PCA,Taser 2: Type,Taser 2: Deployment Method,Taser 2: Number of dischagres with probes,Taser 2: Number of contact stuns,Taser 2: Num of 5 second cycles,Taser 2: Body Location,Taser 2: Activation Duration,Taser 2: Tactic Location Type,Taser 2: Environmental Conditions,Taser 2: Subject Restrained?,Taser 2: Tactic Effect,Taser 3: PCA,Taser 3: Type,Taser 3: Deployment Method,Taser 3: Number of dischagres with probes,Taser 3: Number of contact stuns,Taser 3: Num of 5 second cycles,Taser 3: Body Location,Taser 3: Activation Duration,Taser 3: Tactic Location Type,Taser 3: Environmental Conditions,Taser 3: Subject Restrained?,Taser 3: Tactic Effect,Firearm: Usage Count,All Firearm deployments,Highest Firerm Deployment,Firearm 1: PCA,Firearm 1: Firearm Type,Firearm 1: Deployment Method,Firearm 1: Num Shots Fired,Firearm 1: Body Location,Firearm 1: Tactic Location Type,Firearm 1: Capable of Threat,Firearm 1: Tactic Effect,Firearm 2: PCA,Firearm 2: Firearm Type,Firearm 2: Deployment Method,Firearm 2: Num Shots Fired,Firearm 2: Body Location,Firearm 2: Tactic Location Type,Firearm 2: Capable of Threat,Firearm 2: Tactic Effect,Other: Usage Count,Other 1: Tactic,Other 1: PCA,Other 1: Tactic Location Type,Other 1: Tactic Effect,Recode: Incident Type,Total Subject Injuries,Subject Injury 1: Cause,Subject Injury 1: Site,Subject Injury 1: Type,Subject Injury 1: Treatment Required,Subject Injury 1: Treatment Received,Subject Injury 2: Cause,Subject Injury 2: Site,Subject Injury 2: Type,Subject Injury 2: Treatment Required,Subject Injury 2: Treatment Received,Subject Injury 3: Cause,Subject Injury 3: Site,Subject Injury 3: Type,Subject Injury 3: Treatment Required,Subject Injury 3: Treatment Received,Staff Injury,Staff Injury: Area(s),Staff Injury: Outcome,Staff Injury: Cause,Staff Injury By Subject: Behaviour,All PCAs,Highest PCA,Charge Categories,1000,2000,3000,4000,5000,6000,A-W Traffic,Total Charge Categories
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,41-50,Male,Pacific peoples,,,,,,,,,,,1,No Weapon,No,,"Communication
Dog
",,,1,,,,1,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4u - arrest and follow up,1,Dog,LLeg-front,Bite (animal),At Scene,At Scene,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,Nil,0,0,0,0,0,0,0,0
2018,Police CellPolice Cell,,,,1,,,,,,Yes,21-30,Male,European,,,,,,,1,,,,,No Weapon,No,,"Empty Hand
Communication
",,,1,,,,1,1,Passive Resistant,Police Cell,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Police Cell,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4u - arrest and follow up,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantActive Resistant,Active Resistant,1600,1,0,0,0,0,0,0,1
2018,Licenced PremisesLicenced Premises,,,,,,,,,,No,,Male,Pacific peoples,,,,1,,,,,1,,,No Weapon,No,,"Communication
OC Spray
",1,1,,,,,,1,Assaultive,Licenced Premises,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,2,"LEyeBrow, REyeBrow, Nose",Licenced Premises,"Good visibility
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,3500,0,0,1,0,0,0,0,1
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,,,,1,1,,,,,,1,No Weapon,No,,"Communication
OC Spray
",1,,1,,,,,1,Assaultive,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,2,"Forehead, LEye, REye, LEar, LCheek, Nose, Lips, Chin",Street/Highway/Motorway,Good visibility,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,"1600, 3200, 3500",1,0,2,0,0,0,0,3
2018,Outdoor public areaOutdoor public areaOutdoor public area,,,1,,,,,,,Yes,21-30,Male,Māori,1,1,1,,,1,,,,,1,Had Weapon but Not Used,Yes,Air/BB or pellet,"Communication
Taser
Handcuffs-Restraints
",1,,,,,,1,1,Active Resistant,Outdoor public area,Nil,1,,1,0,Passive Resistant,Metal handcuffs,with pain compliance,PC - Metal handcuffs,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X26 with camera,Laser Painting,-,-,-,-,-,Outdoor public area,Good visibility,No,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d - bail breach,0,,,,,,,,,,,,,,,,,,,,,Active ResistantPassive ResistantAssaultive,Assaultive,6800,0,0,0,0,0,1,0,1
2018,"Police Car
Street/Highway/MotorwayPolice Car
Street/Highway/Motorway",,1,,,1,,,,,Yes,21-30,Male,European,1,,,,1,,,,,,,Had Weapon but Not Used,Yes,Firearm,"Communication
Empty Hand
",,,,,,,1,1,GBH,"Police Car
Street/Highway/Motorway",Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,GBH,"Police Car
Street/Highway/Motorway",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,GBHGBH,GBH,4200,0,0,0,1,0,0,0,1
2018,"Police Car
Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway",,1,,,1,,,,,Yes,21-30,Male,European,1,,,,1,,,,,,,No Weapon,No,,"Communication
Empty Hand
Handcuffs-Restraints
",,,1,,1,,,1,GBH,"Police Car
Street/Highway/Motorway",Nil,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,GBH,Street/Highway/Motorway,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,GBHActive ResistantGBH,GBH,"4200, 5900, 6800, A-W Traffic Offences",0,0,0,1,1,1,1,4
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,31-40,Male,Māori,,,,,,1,,1,,,,No Weapon,No,,"Communication
Empty Hand
Communication
Handcuffs-Restraints
",,,,,,,1,2,Passive Resistant,Street/Highway/Motorway,Immediate and sufficient,1,Y,,0,Passive Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1x - threaten/attempt suicide,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantPassive ResistantActive Resistant,Active Resistant,6100,0,0,0,0,0,1,0,1
2018,"Police Car
Street/Highway/MotorwayPolice Car
Street/Highway/Motorway",,1,,,1,,,,,Yes,21-30,Male,European,1,1,1,,,,1,,,,,Had Weapon and Used,Yes,Vehicle,"Communication
Empty Hand
",,,1,,1,,,1,Assaultive,"Police Car
Street/Highway/Motorway",Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,"Police Car
Street/Highway/Motorway",Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,Yes,RHand-back,Medical,Police,,AssaultiveAssaultive,Assaultive,"1700, 4200, 5900, 6800, 7100, 7900, A-W Traffic Offences",1,0,0,1,1,1,1,5
2018,Police CellPolice CellOther,,,,1,,,,,1,Yes,31-40,Male,Māori,,1,1,1,,,,,,,,No Weapon,No,,"Communication
Empty Hand
Empty Hand
",1,,,,,,1,1,Passive Resistant,Police Cell,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Assaultive,Police Cell,Immediate and sufficient,Assaultive,Other,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1z - other incident,0,,,,,,,,,,,,,,,,Yes,"RArm-front
LLeg-front",Self,Other,,Passive ResistantAssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,ResidenceResidenceResidenceResidence,1,,,,,,,,,Yes,17-20,Female,European,,,,,,,1,1,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
Empty Hand
OC Spray
",,,1,,,,1,1,Passive Resistant,Residence,Opposite effect of that intended,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Opposite effect of that intended,,,,,,,,,,,,,1,Assaultive,1,"Forehead, REyeBrow, REye, REar, RCheek",Residence,"Good visibility
Dry ground
Static obstacles",Delayed but sufficient,,,,,,,,,,,,,1,Assaultive,Residence,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1x - threaten/attempt suicide,0,,,,,,,,,,,,,,,,Yes,Face,Nil,Subject,Other,Passive ResistantActive ResistantAssaultiveAssaultive,Assaultive,1600,1,0,0,0,0,0,0,1
2018,ResidenceResidenceResidence,1,,,,,,,,,Yes,31-40,Male,European,,,,1,,1,1,,,,,No Weapon,No,,"Communication
OC Spray
Empty Hand
",1,,1,1,1,,,1,Assaultive,Residence,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,2,"LEye, REye, Nose, Lips",Residence,"Good visibility
Calm",Delayed and not sufficient,,,,,,,,,,,,,1,GBH,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,1,Empty Hand,Face,Head injury,Hospital,Hospital,,,,,,,,,,,,,,,,AssaultiveAssaultiveGBH,GBH,"3500, 3700",0,0,2,0,0,0,0,2
2018,ResidenceResidenceResidence,1,,,,,,,,,Yes,17-20,Female,Māori,,1,1,,,1,,1,,,,Had Weapon but Not Used,Yes,Cutting/stabbing weapon,"Communication
Empty Hand
Handcuffs-Restraints
",,,1,,,,,1,Assaultive,Residence,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,1,Empty Hand,Face,Swelling/Bruising,Nil,Nil,,,,,,,,,,,Yes,RHand-back,Self,Subject,Bite Police,AssaultiveAssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,17-20,Male,European,,,,,,,1,,,,,No Weapon,No,,"Communication
Taser
",,,,,1,,,1,Assaultive,Street/Highway/Motorway,Delayed but sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X26 with camera,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,"Wet ground
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,4200,0,0,0,1,0,0,0,1
2018,Police CellPolice Cell,,,,1,,,,,,Yes,51-60,Male,Māori,,,,,,,,1,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
",,,,,,,,1,Assaultive,Police Cell,Immediate but not sufficient,1,,1,0,Assaultive,Restraint chair,without pain compliance,Restraint chair,Police Cell,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1x - threaten/attempt suicide,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,No,,Male,Māori,,,,1,,,,,,,1,No Weapon,No,,"Communication
OC Spray
",,,,,,,1,1,Active Resistant,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Active Resistant,1,"LEyeBrow, LEye, LEar, LCheek",Street/Highway/Motorway,"Good visibility
Wet ground
Moving obstacles",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,1500,1,0,0,0,0,0,0,1
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,1,1,1,,,,,,,,,No Weapon,No,,"Communication
OC Spray
",,,,,,,1,1,Passive Resistant,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Active Resistant,4,"Hair, Forehead, LEyeBrow, REyeBrow, LEye, REye, LEar, REar, LCheek, RCheek, Nose, Lips, Chin",Street/Highway/Motorway,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2w - arrest warrant (other),0,,,,,,,,,,,,,,,,,,,,,Passive ResistantActive Resistant,Active Resistant,"1700, 4100, 4300",1,0,0,2,0,0,0,3
2018,Street/Highway/MotorwayOutdoor public areaOutdoor public area,,1,1,,,,,,,Yes,17-20,Female,Māori,,,,,,,,,,,1,No Weapon,No,,"Communication
Handcuffs-Restraints
OC Spray
",1,,1,,,,,1,Active Resistant,Street/Highway/Motorway,Nil,1,Y,,0,Passive Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Nil,,,,,,,,,,,,,1,Assaultive,2,"LEye, REye, LCheek, RCheek",Outdoor public area,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Active ResistantPassive ResistantAssaultive,Assaultive,"1500, 1600, 4200",2,0,0,1,0,0,0,3
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,10-13,Female,Māori,,,,,,,,,,,1,No Weapon,No,,"OC Spray
Handcuffs-Restraints
",1,,,,,,,0,,,,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,2,"LEye, REye, LCheek, RCheek",Outdoor public area,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,"1600, 3500",1,0,1,0,0,0,0,2
2018,Outdoor public area,,,1,,,,,,,Yes,14-16,Male,Māori,,,,,,,,,,,1,No Weapon but Believed,No,,"OC Spray
",1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,2,"LEye, REye, LCheek, RCheek",Outdoor public area,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Assaultive,Assaultive,"1600, 3500",1,0,1,0,0,0,0,2
2018,Outdoor public area,,,1,,,,,,,Yes,14-16,Male,Māori,,,,,,,,,,,1,No Weapon,No,,"OC Spray
",1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Active Resistant,2,"LEye, REye, LCheek, RCheek",Outdoor public area,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Active Resistant,Active Resistant,"1600, 3500",1,0,1,0,0,0,0,2
2018,OtherOther,,,,,,,,,1,Yes,21-30,Male,European,1,,,,,,1,,,,,Had Weapon but Not Used,Yes,Firearm,"Communication
Empty Hand
",,,1,,,,,1,Assaultive,Other,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Other,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,1,Empty Hand,Face,Swelling/Bruising,Medical,Medical,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,"1700, 4200, 5900, 6800, 7100, 7900, A-W Traffic Offences",1,0,0,1,1,1,1,5
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,51-60,Male,Māori,1,,,,,,,,,,,Had Weapon but Not Used,Yes,Firearm,"Firearm
Communication
Handcuffs-Restraints
",,,,,,,1,1,Passive Resistant,Street/Highway/Motorway,Delayed but sufficient,1,Y,,0,Passive Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,Passive Resistant,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Yes,Delayed but sufficient,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantPassive ResistantPassive Resistant,Passive Resistant,6800,0,0,0,0,0,1,0,1
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,,,,,,,,,,,,Had Weapon but Not Used,Yes,Firearm,"Firearm
Communication
Handcuffs-Restraints
",,,,,,,1,1,Passive Resistant,Street/Highway/Motorway,Delayed but sufficient,1,Y,,0,Passive Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,Passive Resistant,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Yes,Delayed but sufficient,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantPassive ResistantPassive Resistant,Passive Resistant,6800,0,0,0,0,0,1,0,1
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,31-40,Male,Māori,1,,,,,,,,,,,Had Weapon but Not Used,Yes,Firearm,"Firearm
Communication
Handcuffs-Restraints
",,,,,,,1,1,Cooperative,Street/Highway/Motorway,Immediate and sufficient,1,Y,,0,Cooperative,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,Cooperative,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Yes,Immediate and sufficient,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,CooperativeCooperativeCooperative,Cooperative,6800,0,0,0,0,0,1,0,1
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,31-40,Male,European,,,,,,,,,,,,Had Weapon but Not Used,Yes,Firearm,"Firearm
Communication
Handcuffs-Restraints
",,,,,,,1,1,Cooperative,Street/Highway/Motorway,Immediate and sufficient,1,Y,,0,Cooperative,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,Cooperative,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Yes,Immediate and sufficient,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,CooperativeCooperativeCooperative,Cooperative,"3100, 3200, 6800",0,0,2,0,0,1,0,3
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Pacific peoples,,,,1,,,,,,,,No Weapon,No,,"Communication
Empty Hand
OC Spray
",,,1,,,,1,1,Passive Resistant,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,3,"Hair, Forehead, LEye, REye, REar, RCheek, Nose",Street/Highway/Motorway,"Good visibility
Dry ground
Calm
Static obstacles",Immediate and sufficient,,,,,,,,,,,,,1,Active Resistant,Street/Highway/Motorway,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantAssaultiveActive Resistant,Assaultive,Nil,0,0,0,0,0,0,0,0
